dataset_name,oversampling_option,oversampler_name,n_neighbors,take,params
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,3,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,3,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,3,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,3,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,3,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,5,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,5,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,5,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,5,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,5,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,7,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,7,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,7,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,7,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,ADASYN,7,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,3,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,3,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,3,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,3,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,3,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,5,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,5,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,5,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,5,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,5,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,7,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,7,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,7,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,7,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,BorderlineSMOTE,7,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,3,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,3,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,3,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,3,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,3,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,5,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,5,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,5,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,5,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,5,5,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,7,1,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,7,2,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,7,3,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,7,4,216
Breast Cancer Wisconsin (Diagnostic),ADVANCED,SMOTE,7,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,3,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,3,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,3,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,3,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,3,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,5,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,5,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,5,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,5,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,5,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,7,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,7,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,7,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,7,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,ADASYN,7,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,3,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,3,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,3,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,3,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,3,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,5,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,5,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,5,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,5,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,5,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,7,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,7,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,7,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,7,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,BorderlineSMOTE,7,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,3,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,3,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,3,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,3,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,3,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,5,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,5,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,5,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,5,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,5,5,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,7,1,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,7,2,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,7,3,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,7,4,216
Breast Cancer Wisconsin (Diagnostic),BASIC,SMOTE,7,5,216
Ionosphere,ADVANCED,ADASYN,3,1,216
Ionosphere,ADVANCED,ADASYN,3,2,216
Ionosphere,ADVANCED,ADASYN,3,3,216
Ionosphere,ADVANCED,ADASYN,3,4,216
Ionosphere,ADVANCED,ADASYN,3,5,216
Ionosphere,ADVANCED,ADASYN,5,1,216
Ionosphere,ADVANCED,ADASYN,5,2,216
Ionosphere,ADVANCED,ADASYN,5,3,216
Ionosphere,ADVANCED,ADASYN,5,4,216
Ionosphere,ADVANCED,ADASYN,5,5,216
Ionosphere,ADVANCED,ADASYN,7,1,216
Ionosphere,ADVANCED,ADASYN,7,2,216
Ionosphere,ADVANCED,ADASYN,7,3,216
Ionosphere,ADVANCED,ADASYN,7,4,216
Ionosphere,ADVANCED,ADASYN,7,5,216
Ionosphere,ADVANCED,BorderlineSMOTE,3,1,216
Ionosphere,ADVANCED,BorderlineSMOTE,3,2,216
Ionosphere,ADVANCED,BorderlineSMOTE,3,3,216
Ionosphere,ADVANCED,BorderlineSMOTE,3,4,216
Ionosphere,ADVANCED,BorderlineSMOTE,3,5,216
Ionosphere,ADVANCED,BorderlineSMOTE,5,1,216
Ionosphere,ADVANCED,BorderlineSMOTE,5,2,216
Ionosphere,ADVANCED,BorderlineSMOTE,5,3,216
Ionosphere,ADVANCED,BorderlineSMOTE,5,4,216
Ionosphere,ADVANCED,BorderlineSMOTE,5,5,216
Ionosphere,ADVANCED,BorderlineSMOTE,7,1,216
Ionosphere,ADVANCED,BorderlineSMOTE,7,2,216
Ionosphere,ADVANCED,BorderlineSMOTE,7,3,216
Ionosphere,ADVANCED,BorderlineSMOTE,7,4,216
Ionosphere,ADVANCED,BorderlineSMOTE,7,5,216
Ionosphere,ADVANCED,SMOTE,3,1,216
Ionosphere,ADVANCED,SMOTE,3,2,216
Ionosphere,ADVANCED,SMOTE,3,3,216
Ionosphere,ADVANCED,SMOTE,3,4,216
Ionosphere,ADVANCED,SMOTE,3,5,216
Ionosphere,ADVANCED,SMOTE,5,1,216
Ionosphere,ADVANCED,SMOTE,5,2,216
Ionosphere,ADVANCED,SMOTE,5,3,216
Ionosphere,ADVANCED,SMOTE,5,4,216
Ionosphere,ADVANCED,SMOTE,5,5,216
Ionosphere,ADVANCED,SMOTE,7,1,216
Ionosphere,ADVANCED,SMOTE,7,2,216
Ionosphere,ADVANCED,SMOTE,7,3,216
Ionosphere,ADVANCED,SMOTE,7,4,216
Ionosphere,ADVANCED,SMOTE,7,5,216
Ionosphere,BASIC,ADASYN,3,1,216
Ionosphere,BASIC,ADASYN,3,2,216
Ionosphere,BASIC,ADASYN,3,3,216
Ionosphere,BASIC,ADASYN,3,4,216
Ionosphere,BASIC,ADASYN,3,5,216
Ionosphere,BASIC,ADASYN,5,1,216
Ionosphere,BASIC,ADASYN,5,2,216
Ionosphere,BASIC,ADASYN,5,3,216
Ionosphere,BASIC,ADASYN,5,4,216
Ionosphere,BASIC,ADASYN,5,5,216
Ionosphere,BASIC,ADASYN,7,1,216
Ionosphere,BASIC,ADASYN,7,2,216
Ionosphere,BASIC,ADASYN,7,3,216
Ionosphere,BASIC,ADASYN,7,4,216
Ionosphere,BASIC,ADASYN,7,5,216
Ionosphere,BASIC,BorderlineSMOTE,3,1,216
Ionosphere,BASIC,BorderlineSMOTE,3,2,216
Ionosphere,BASIC,BorderlineSMOTE,3,3,216
Ionosphere,BASIC,BorderlineSMOTE,3,4,216
Ionosphere,BASIC,BorderlineSMOTE,3,5,216
Ionosphere,BASIC,BorderlineSMOTE,5,1,216
Ionosphere,BASIC,BorderlineSMOTE,5,2,216
Ionosphere,BASIC,BorderlineSMOTE,5,3,216
Ionosphere,BASIC,BorderlineSMOTE,5,4,216
Ionosphere,BASIC,BorderlineSMOTE,5,5,216
Ionosphere,BASIC,BorderlineSMOTE,7,1,216
Ionosphere,BASIC,BorderlineSMOTE,7,2,216
Ionosphere,BASIC,BorderlineSMOTE,7,3,216
Ionosphere,BASIC,BorderlineSMOTE,7,4,216
Ionosphere,BASIC,BorderlineSMOTE,7,5,216
Ionosphere,BASIC,SMOTE,3,1,216
Ionosphere,BASIC,SMOTE,3,2,216
Ionosphere,BASIC,SMOTE,3,3,216
Ionosphere,BASIC,SMOTE,3,4,216
Ionosphere,BASIC,SMOTE,3,5,216
Ionosphere,BASIC,SMOTE,5,1,216
Ionosphere,BASIC,SMOTE,5,2,216
Ionosphere,BASIC,SMOTE,5,3,216
Ionosphere,BASIC,SMOTE,5,4,216
Ionosphere,BASIC,SMOTE,5,5,216
Ionosphere,BASIC,SMOTE,7,1,216
Ionosphere,BASIC,SMOTE,7,2,216
Ionosphere,BASIC,SMOTE,7,3,216
Ionosphere,BASIC,SMOTE,7,4,216
Ionosphere,BASIC,SMOTE,7,5,216
Pima Indians Diabetes,ADVANCED,ADASYN,3,1,216
Pima Indians Diabetes,ADVANCED,ADASYN,3,2,216
Pima Indians Diabetes,ADVANCED,ADASYN,3,3,216
Pima Indians Diabetes,ADVANCED,ADASYN,3,4,216
Pima Indians Diabetes,ADVANCED,ADASYN,3,5,216
Pima Indians Diabetes,ADVANCED,ADASYN,5,1,216
Pima Indians Diabetes,ADVANCED,ADASYN,5,2,216
Pima Indians Diabetes,ADVANCED,ADASYN,5,3,216
Pima Indians Diabetes,ADVANCED,ADASYN,5,4,216
Pima Indians Diabetes,ADVANCED,ADASYN,5,5,216
Pima Indians Diabetes,ADVANCED,ADASYN,7,1,216
Pima Indians Diabetes,ADVANCED,ADASYN,7,2,216
Pima Indians Diabetes,ADVANCED,ADASYN,7,3,216
Pima Indians Diabetes,ADVANCED,ADASYN,7,4,216
Pima Indians Diabetes,ADVANCED,ADASYN,7,5,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,3,1,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,3,2,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,3,3,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,3,4,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,3,5,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,5,1,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,5,2,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,5,3,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,5,4,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,5,5,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,7,1,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,7,2,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,7,3,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,7,4,216
Pima Indians Diabetes,ADVANCED,BorderlineSMOTE,7,5,216
Pima Indians Diabetes,ADVANCED,SMOTE,3,1,216
Pima Indians Diabetes,ADVANCED,SMOTE,3,2,216
Pima Indians Diabetes,ADVANCED,SMOTE,3,3,216
Pima Indians Diabetes,ADVANCED,SMOTE,3,4,216
Pima Indians Diabetes,ADVANCED,SMOTE,3,5,216
Pima Indians Diabetes,ADVANCED,SMOTE,5,1,216
Pima Indians Diabetes,ADVANCED,SMOTE,5,2,216
Pima Indians Diabetes,ADVANCED,SMOTE,5,3,216
Pima Indians Diabetes,ADVANCED,SMOTE,5,4,216
Pima Indians Diabetes,ADVANCED,SMOTE,5,5,216
Pima Indians Diabetes,ADVANCED,SMOTE,7,1,216
Pima Indians Diabetes,ADVANCED,SMOTE,7,2,216
Pima Indians Diabetes,ADVANCED,SMOTE,7,3,216
Pima Indians Diabetes,ADVANCED,SMOTE,7,4,216
Pima Indians Diabetes,ADVANCED,SMOTE,7,5,216
Pima Indians Diabetes,BASIC,ADASYN,3,1,216
Pima Indians Diabetes,BASIC,ADASYN,3,2,216
Pima Indians Diabetes,BASIC,ADASYN,3,3,216
Pima Indians Diabetes,BASIC,ADASYN,3,4,216
Pima Indians Diabetes,BASIC,ADASYN,3,5,216
Pima Indians Diabetes,BASIC,ADASYN,5,1,216
Pima Indians Diabetes,BASIC,ADASYN,5,2,216
Pima Indians Diabetes,BASIC,ADASYN,5,3,216
Pima Indians Diabetes,BASIC,ADASYN,5,4,216
Pima Indians Diabetes,BASIC,ADASYN,5,5,216
Pima Indians Diabetes,BASIC,ADASYN,7,1,216
Pima Indians Diabetes,BASIC,ADASYN,7,2,216
Pima Indians Diabetes,BASIC,ADASYN,7,3,216
Pima Indians Diabetes,BASIC,ADASYN,7,4,216
Pima Indians Diabetes,BASIC,ADASYN,7,5,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,3,1,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,3,2,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,3,3,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,3,4,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,3,5,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,5,1,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,5,2,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,5,3,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,5,4,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,5,5,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,7,1,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,7,2,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,7,3,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,7,4,216
Pima Indians Diabetes,BASIC,BorderlineSMOTE,7,5,216
Pima Indians Diabetes,BASIC,SMOTE,3,1,216
Pima Indians Diabetes,BASIC,SMOTE,3,2,216
Pima Indians Diabetes,BASIC,SMOTE,3,3,216
Pima Indians Diabetes,BASIC,SMOTE,3,4,216
Pima Indians Diabetes,BASIC,SMOTE,3,5,216
Pima Indians Diabetes,BASIC,SMOTE,5,1,216
Pima Indians Diabetes,BASIC,SMOTE,5,2,216
Pima Indians Diabetes,BASIC,SMOTE,5,3,216
Pima Indians Diabetes,BASIC,SMOTE,5,4,216
Pima Indians Diabetes,BASIC,SMOTE,5,5,216
Pima Indians Diabetes,BASIC,SMOTE,7,1,216
Pima Indians Diabetes,BASIC,SMOTE,7,2,216
Pima Indians Diabetes,BASIC,SMOTE,7,3,216
Pima Indians Diabetes,BASIC,SMOTE,7,4,216
Pima Indians Diabetes,BASIC,SMOTE,7,5,216
abalone,ADVANCED,ADASYN,3,1,216
abalone,ADVANCED,ADASYN,3,2,216
abalone,ADVANCED,ADASYN,3,3,216
abalone,ADVANCED,ADASYN,3,4,216
abalone,ADVANCED,ADASYN,3,5,216
abalone,ADVANCED,ADASYN,5,1,216
abalone,ADVANCED,ADASYN,5,2,216
abalone,ADVANCED,ADASYN,5,3,216
abalone,ADVANCED,ADASYN,5,4,216
abalone,ADVANCED,ADASYN,5,5,216
abalone,ADVANCED,ADASYN,7,1,216
abalone,ADVANCED,ADASYN,7,2,216
abalone,ADVANCED,ADASYN,7,3,216
abalone,ADVANCED,ADASYN,7,4,216
abalone,ADVANCED,ADASYN,7,5,216
abalone,ADVANCED,BorderlineSMOTE,3,1,216
abalone,ADVANCED,BorderlineSMOTE,3,2,216
abalone,ADVANCED,BorderlineSMOTE,3,3,216
abalone,ADVANCED,BorderlineSMOTE,3,4,216
abalone,ADVANCED,BorderlineSMOTE,3,5,216
abalone,ADVANCED,BorderlineSMOTE,5,1,216
abalone,ADVANCED,BorderlineSMOTE,5,2,216
abalone,ADVANCED,BorderlineSMOTE,5,3,216
abalone,ADVANCED,BorderlineSMOTE,5,4,216
abalone,ADVANCED,BorderlineSMOTE,5,5,216
abalone,ADVANCED,BorderlineSMOTE,7,1,216
abalone,ADVANCED,BorderlineSMOTE,7,2,216
abalone,ADVANCED,BorderlineSMOTE,7,3,216
abalone,ADVANCED,BorderlineSMOTE,7,4,216
abalone,ADVANCED,BorderlineSMOTE,7,5,216
abalone,ADVANCED,SMOTE,3,1,216
abalone,ADVANCED,SMOTE,3,2,216
abalone,ADVANCED,SMOTE,3,3,216
abalone,ADVANCED,SMOTE,3,4,216
abalone,ADVANCED,SMOTE,3,5,216
abalone,ADVANCED,SMOTE,5,1,216
abalone,ADVANCED,SMOTE,5,2,216
abalone,ADVANCED,SMOTE,5,3,216
abalone,ADVANCED,SMOTE,5,4,216
abalone,ADVANCED,SMOTE,5,5,216
abalone,ADVANCED,SMOTE,7,1,216
abalone,ADVANCED,SMOTE,7,2,216
abalone,ADVANCED,SMOTE,7,3,216
abalone,ADVANCED,SMOTE,7,4,216
abalone,ADVANCED,SMOTE,7,5,216
abalone,BASIC,ADASYN,3,1,216
abalone,BASIC,ADASYN,3,2,216
abalone,BASIC,ADASYN,3,3,216
abalone,BASIC,ADASYN,3,4,216
abalone,BASIC,ADASYN,3,5,216
abalone,BASIC,ADASYN,5,1,216
abalone,BASIC,ADASYN,5,2,216
abalone,BASIC,ADASYN,5,3,216
abalone,BASIC,ADASYN,5,4,216
abalone,BASIC,ADASYN,5,5,216
abalone,BASIC,BorderlineSMOTE,3,1,216
abalone,BASIC,BorderlineSMOTE,3,2,216
abalone,BASIC,BorderlineSMOTE,3,3,216
abalone,BASIC,BorderlineSMOTE,3,4,216
abalone,BASIC,BorderlineSMOTE,3,5,216
abalone,BASIC,BorderlineSMOTE,5,1,216
abalone,BASIC,BorderlineSMOTE,5,2,216
abalone,BASIC,BorderlineSMOTE,5,3,216
abalone,BASIC,BorderlineSMOTE,5,4,216
abalone,BASIC,BorderlineSMOTE,5,5,216
abalone,BASIC,BorderlineSMOTE,7,1,216
abalone,BASIC,BorderlineSMOTE,7,2,216
abalone,BASIC,BorderlineSMOTE,7,3,216
abalone,BASIC,BorderlineSMOTE,7,4,216
abalone,BASIC,BorderlineSMOTE,7,5,216
abalone,BASIC,SMOTE,3,1,216
abalone,BASIC,SMOTE,3,2,216
abalone,BASIC,SMOTE,3,3,216
abalone,BASIC,SMOTE,3,4,216
abalone,BASIC,SMOTE,3,5,216
abalone,BASIC,SMOTE,5,1,216
abalone,BASIC,SMOTE,5,2,216
abalone,BASIC,SMOTE,5,3,216
abalone,BASIC,SMOTE,5,4,216
abalone,BASIC,SMOTE,5,5,216
abalone,BASIC,SMOTE,7,1,216
abalone,BASIC,SMOTE,7,2,216
abalone,BASIC,SMOTE,7,3,216
abalone,BASIC,SMOTE,7,4,216
abalone,BASIC,SMOTE,7,5,216
abalone_19,ADVANCED,ADASYN,3,1,216
abalone_19,ADVANCED,ADASYN,3,2,216
abalone_19,ADVANCED,ADASYN,3,3,216
abalone_19,ADVANCED,ADASYN,3,4,216
abalone_19,ADVANCED,ADASYN,3,5,216
abalone_19,ADVANCED,ADASYN,5,1,216
abalone_19,ADVANCED,ADASYN,5,2,216
abalone_19,ADVANCED,ADASYN,5,3,216
abalone_19,ADVANCED,ADASYN,5,4,216
abalone_19,ADVANCED,ADASYN,5,5,216
abalone_19,ADVANCED,ADASYN,7,1,216
abalone_19,ADVANCED,ADASYN,7,2,216
abalone_19,ADVANCED,ADASYN,7,3,216
abalone_19,ADVANCED,ADASYN,7,4,216
abalone_19,ADVANCED,ADASYN,7,5,216
abalone_19,ADVANCED,BorderlineSMOTE,3,1,216
abalone_19,ADVANCED,BorderlineSMOTE,3,2,216
abalone_19,ADVANCED,BorderlineSMOTE,3,3,216
abalone_19,ADVANCED,BorderlineSMOTE,3,4,216
abalone_19,ADVANCED,BorderlineSMOTE,3,5,216
abalone_19,ADVANCED,BorderlineSMOTE,5,1,216
abalone_19,ADVANCED,BorderlineSMOTE,5,2,216
abalone_19,ADVANCED,BorderlineSMOTE,5,3,216
abalone_19,ADVANCED,BorderlineSMOTE,5,4,216
abalone_19,ADVANCED,BorderlineSMOTE,5,5,216
abalone_19,ADVANCED,BorderlineSMOTE,7,1,216
abalone_19,ADVANCED,BorderlineSMOTE,7,2,216
abalone_19,ADVANCED,BorderlineSMOTE,7,3,216
abalone_19,ADVANCED,BorderlineSMOTE,7,4,216
abalone_19,ADVANCED,BorderlineSMOTE,7,5,216
abalone_19,ADVANCED,SMOTE,3,1,216
abalone_19,ADVANCED,SMOTE,3,2,216
abalone_19,ADVANCED,SMOTE,3,3,216
abalone_19,ADVANCED,SMOTE,3,4,216
abalone_19,ADVANCED,SMOTE,3,5,216
abalone_19,ADVANCED,SMOTE,5,1,216
abalone_19,ADVANCED,SMOTE,5,2,216
abalone_19,ADVANCED,SMOTE,5,3,216
abalone_19,ADVANCED,SMOTE,5,4,216
