dataset_name,oversampling_option,oversampler_name,n_neighbors,take,params
abalone_19,ADVANCED,SMOTE,5,5,216
abalone_19,ADVANCED,SMOTE,7,1,216
abalone_19,ADVANCED,SMOTE,7,2,216
abalone_19,ADVANCED,SMOTE,7,3,216
abalone_19,ADVANCED,SMOTE,7,4,216
abalone_19,ADVANCED,SMOTE,7,5,216
abalone_19,BASIC,ADASYN,3,1,216
abalone_19,BASIC,ADASYN,3,2,216
abalone_19,BASIC,ADASYN,3,3,216
abalone_19,BASIC,ADASYN,3,4,216
abalone_19,BASIC,ADASYN,3,5,216
abalone_19,BASIC,ADASYN,5,1,216
abalone_19,BASIC,ADASYN,5,2,216
abalone_19,BASIC,ADASYN,5,3,216
abalone_19,BASIC,ADASYN,5,4,216
abalone_19,BASIC,ADASYN,5,5,216
abalone_19,BASIC,ADASYN,7,1,216
abalone_19,BASIC,ADASYN,7,2,216
abalone_19,BASIC,ADASYN,7,3,216
abalone_19,BASIC,ADASYN,7,4,216
abalone_19,BASIC,ADASYN,7,5,216
abalone_19,BASIC,BorderlineSMOTE,3,1,216
abalone_19,BASIC,BorderlineSMOTE,3,2,216
abalone_19,BASIC,BorderlineSMOTE,3,3,216
abalone_19,BASIC,BorderlineSMOTE,3,4,216
abalone_19,BASIC,BorderlineSMOTE,3,5,216
abalone_19,BASIC,BorderlineSMOTE,5,1,216
abalone_19,BASIC,BorderlineSMOTE,5,2,216
abalone_19,BASIC,BorderlineSMOTE,5,3,216
abalone_19,BASIC,BorderlineSMOTE,5,4,216
abalone_19,BASIC,BorderlineSMOTE,5,5,216
abalone_19,BASIC,SMOTE,3,1,216
abalone_19,BASIC,SMOTE,3,2,216
abalone_19,BASIC,SMOTE,3,3,216
abalone_19,BASIC,SMOTE,3,4,216
abalone_19,BASIC,SMOTE,3,5,216
abalone_19,BASIC,SMOTE,5,1,216
abalone_19,BASIC,SMOTE,5,2,216
abalone_19,BASIC,SMOTE,5,3,216
abalone_19,BASIC,SMOTE,5,4,216
abalone_19,BASIC,SMOTE,5,5,216
abalone_19,BASIC,SMOTE,7,1,216
abalone_19,BASIC,SMOTE,7,2,216
abalone_19,BASIC,SMOTE,7,3,216
abalone_19,BASIC,SMOTE,7,4,216
abalone_19,BASIC,SMOTE,7,5,216
arrhythmia,ADVANCED,ADASYN,3,1,216
arrhythmia,ADVANCED,ADASYN,3,2,216
arrhythmia,ADVANCED,ADASYN,3,3,216
arrhythmia,ADVANCED,ADASYN,3,4,216
arrhythmia,ADVANCED,ADASYN,3,5,216
arrhythmia,ADVANCED,ADASYN,5,1,216
arrhythmia,ADVANCED,ADASYN,5,2,216
arrhythmia,ADVANCED,ADASYN,5,3,216
arrhythmia,ADVANCED,ADASYN,5,4,216
arrhythmia,ADVANCED,ADASYN,5,5,216
arrhythmia,ADVANCED,ADASYN,7,1,216
arrhythmia,ADVANCED,ADASYN,7,2,216
arrhythmia,ADVANCED,ADASYN,7,3,216
arrhythmia,ADVANCED,ADASYN,7,4,216
arrhythmia,ADVANCED,ADASYN,7,5,216
arrhythmia,ADVANCED,BorderlineSMOTE,3,1,216
arrhythmia,ADVANCED,BorderlineSMOTE,3,2,216
arrhythmia,ADVANCED,BorderlineSMOTE,3,3,216
arrhythmia,ADVANCED,BorderlineSMOTE,3,4,216
arrhythmia,ADVANCED,BorderlineSMOTE,3,5,216
arrhythmia,ADVANCED,BorderlineSMOTE,5,1,216
arrhythmia,ADVANCED,BorderlineSMOTE,5,2,216
arrhythmia,ADVANCED,BorderlineSMOTE,5,3,216
arrhythmia,ADVANCED,BorderlineSMOTE,5,4,216
arrhythmia,ADVANCED,BorderlineSMOTE,5,5,216
arrhythmia,ADVANCED,BorderlineSMOTE,7,1,216
arrhythmia,ADVANCED,BorderlineSMOTE,7,2,216
arrhythmia,ADVANCED,BorderlineSMOTE,7,3,216
arrhythmia,ADVANCED,BorderlineSMOTE,7,4,216
arrhythmia,ADVANCED,BorderlineSMOTE,7,5,216
arrhythmia,ADVANCED,SMOTE,3,1,216
arrhythmia,ADVANCED,SMOTE,3,2,216
arrhythmia,ADVANCED,SMOTE,3,3,216
arrhythmia,ADVANCED,SMOTE,3,4,216
arrhythmia,ADVANCED,SMOTE,3,5,216
arrhythmia,ADVANCED,SMOTE,5,1,216
arrhythmia,ADVANCED,SMOTE,5,2,216
arrhythmia,ADVANCED,SMOTE,5,3,216
arrhythmia,ADVANCED,SMOTE,5,4,216
arrhythmia,ADVANCED,SMOTE,5,5,216
arrhythmia,ADVANCED,SMOTE,7,1,216
arrhythmia,ADVANCED,SMOTE,7,2,216
arrhythmia,ADVANCED,SMOTE,7,3,216
arrhythmia,ADVANCED,SMOTE,7,4,216
arrhythmia,ADVANCED,SMOTE,7,5,216
arrhythmia,BASIC,ADASYN,3,1,216
arrhythmia,BASIC,ADASYN,3,2,216
arrhythmia,BASIC,ADASYN,3,3,216
arrhythmia,BASIC,ADASYN,3,4,216
arrhythmia,BASIC,ADASYN,3,5,216
arrhythmia,BASIC,ADASYN,5,1,216
arrhythmia,BASIC,ADASYN,5,2,216
arrhythmia,BASIC,ADASYN,5,3,216
arrhythmia,BASIC,ADASYN,5,4,216
arrhythmia,BASIC,ADASYN,5,5,216
arrhythmia,BASIC,ADASYN,7,1,216
arrhythmia,BASIC,ADASYN,7,2,216
arrhythmia,BASIC,ADASYN,7,3,216
arrhythmia,BASIC,ADASYN,7,4,216
arrhythmia,BASIC,ADASYN,7,5,216
arrhythmia,BASIC,BorderlineSMOTE,3,1,216
arrhythmia,BASIC,BorderlineSMOTE,3,2,216
arrhythmia,BASIC,BorderlineSMOTE,3,3,216
arrhythmia,BASIC,BorderlineSMOTE,3,4,216
arrhythmia,BASIC,BorderlineSMOTE,3,5,216
arrhythmia,BASIC,BorderlineSMOTE,5,1,216
arrhythmia,BASIC,BorderlineSMOTE,5,2,216
arrhythmia,BASIC,BorderlineSMOTE,5,3,216
arrhythmia,BASIC,BorderlineSMOTE,5,4,216
arrhythmia,BASIC,BorderlineSMOTE,5,5,216
arrhythmia,BASIC,BorderlineSMOTE,7,1,216
arrhythmia,BASIC,BorderlineSMOTE,7,2,216
arrhythmia,BASIC,BorderlineSMOTE,7,3,216
arrhythmia,BASIC,BorderlineSMOTE,7,4,216
arrhythmia,BASIC,BorderlineSMOTE,7,5,216
arrhythmia,BASIC,SMOTE,3,1,216
arrhythmia,BASIC,SMOTE,3,2,216
arrhythmia,BASIC,SMOTE,3,3,216
arrhythmia,BASIC,SMOTE,3,4,216
arrhythmia,BASIC,SMOTE,3,5,216
arrhythmia,BASIC,SMOTE,5,1,216
arrhythmia,BASIC,SMOTE,5,2,216
arrhythmia,BASIC,SMOTE,5,3,216
arrhythmia,BASIC,SMOTE,5,4,216
arrhythmia,BASIC,SMOTE,5,5,216
arrhythmia,BASIC,SMOTE,7,1,216
arrhythmia,BASIC,SMOTE,7,2,216
arrhythmia,BASIC,SMOTE,7,3,216
arrhythmia,BASIC,SMOTE,7,4,216
arrhythmia,BASIC,SMOTE,7,5,216
car_eval_34,ADVANCED,ADASYN,3,1,216
car_eval_34,ADVANCED,ADASYN,3,2,216
car_eval_34,ADVANCED,ADASYN,3,3,216
car_eval_34,ADVANCED,ADASYN,3,4,216
car_eval_34,ADVANCED,ADASYN,3,5,216
car_eval_34,ADVANCED,ADASYN,5,1,216
car_eval_34,ADVANCED,ADASYN,5,2,216
car_eval_34,ADVANCED,ADASYN,5,3,216
car_eval_34,ADVANCED,ADASYN,5,4,216
car_eval_34,ADVANCED,ADASYN,5,5,216
car_eval_34,ADVANCED,ADASYN,7,1,216
car_eval_34,ADVANCED,ADASYN,7,2,216
car_eval_34,ADVANCED,ADASYN,7,3,216
car_eval_34,ADVANCED,ADASYN,7,4,216
car_eval_34,ADVANCED,ADASYN,7,5,216
car_eval_34,ADVANCED,BorderlineSMOTE,3,1,216
car_eval_34,ADVANCED,BorderlineSMOTE,3,2,216
car_eval_34,ADVANCED,BorderlineSMOTE,3,3,216
car_eval_34,ADVANCED,BorderlineSMOTE,3,4,216
car_eval_34,ADVANCED,BorderlineSMOTE,3,5,216
car_eval_34,ADVANCED,BorderlineSMOTE,5,1,216
car_eval_34,ADVANCED,BorderlineSMOTE,5,2,216
car_eval_34,ADVANCED,BorderlineSMOTE,5,3,216
car_eval_34,ADVANCED,BorderlineSMOTE,5,4,216
car_eval_34,ADVANCED,BorderlineSMOTE,5,5,216
car_eval_34,ADVANCED,BorderlineSMOTE,7,1,216
car_eval_34,ADVANCED,BorderlineSMOTE,7,2,216
car_eval_34,ADVANCED,BorderlineSMOTE,7,3,216
car_eval_34,ADVANCED,BorderlineSMOTE,7,4,216
car_eval_34,ADVANCED,BorderlineSMOTE,7,5,216
car_eval_34,ADVANCED,SMOTE,3,1,216
car_eval_34,ADVANCED,SMOTE,3,2,216
car_eval_34,ADVANCED,SMOTE,3,3,216
car_eval_34,ADVANCED,SMOTE,3,4,216
car_eval_34,ADVANCED,SMOTE,3,5,216
car_eval_34,ADVANCED,SMOTE,5,1,216
car_eval_34,ADVANCED,SMOTE,5,2,216
car_eval_34,ADVANCED,SMOTE,5,3,216
car_eval_34,ADVANCED,SMOTE,5,4,216
car_eval_34,ADVANCED,SMOTE,5,5,216
car_eval_34,ADVANCED,SMOTE,7,1,216
car_eval_34,ADVANCED,SMOTE,7,2,216
car_eval_34,ADVANCED,SMOTE,7,3,216
car_eval_34,ADVANCED,SMOTE,7,4,216
car_eval_34,ADVANCED,SMOTE,7,5,216
car_eval_34,BASIC,ADASYN,3,1,216
car_eval_34,BASIC,ADASYN,3,2,216
car_eval_34,BASIC,ADASYN,3,3,216
car_eval_34,BASIC,ADASYN,3,4,216
car_eval_34,BASIC,ADASYN,3,5,216
car_eval_34,BASIC,ADASYN,5,1,216
car_eval_34,BASIC,ADASYN,5,2,216
car_eval_34,BASIC,ADASYN,5,3,216
car_eval_34,BASIC,ADASYN,5,4,216
car_eval_34,BASIC,ADASYN,5,5,216
car_eval_34,BASIC,BorderlineSMOTE,3,1,216
car_eval_34,BASIC,BorderlineSMOTE,3,2,216
car_eval_34,BASIC,BorderlineSMOTE,3,3,216
car_eval_34,BASIC,BorderlineSMOTE,3,4,216
car_eval_34,BASIC,BorderlineSMOTE,3,5,216
car_eval_34,BASIC,BorderlineSMOTE,5,1,216
car_eval_34,BASIC,BorderlineSMOTE,5,2,216
car_eval_34,BASIC,BorderlineSMOTE,5,3,216
car_eval_34,BASIC,BorderlineSMOTE,5,4,216
car_eval_34,BASIC,BorderlineSMOTE,5,5,216
car_eval_34,BASIC,BorderlineSMOTE,7,1,216
car_eval_34,BASIC,BorderlineSMOTE,7,2,216
car_eval_34,BASIC,BorderlineSMOTE,7,3,216
car_eval_34,BASIC,BorderlineSMOTE,7,4,216
car_eval_34,BASIC,BorderlineSMOTE,7,5,216
car_eval_34,BASIC,SMOTE,3,1,216
car_eval_34,BASIC,SMOTE,3,2,216
car_eval_34,BASIC,SMOTE,3,3,216
car_eval_34,BASIC,SMOTE,3,4,216
car_eval_34,BASIC,SMOTE,3,5,216
car_eval_34,BASIC,SMOTE,5,1,216
car_eval_34,BASIC,SMOTE,5,2,216
car_eval_34,BASIC,SMOTE,5,3,216
car_eval_34,BASIC,SMOTE,5,4,216
car_eval_34,BASIC,SMOTE,5,5,216
car_eval_34,BASIC,SMOTE,7,1,216
car_eval_34,BASIC,SMOTE,7,2,216
car_eval_34,BASIC,SMOTE,7,3,216
car_eval_34,BASIC,SMOTE,7,4,216
car_eval_34,BASIC,SMOTE,7,5,216
car_eval_4,ADVANCED,ADASYN,3,1,216
car_eval_4,ADVANCED,ADASYN,3,2,216
car_eval_4,ADVANCED,ADASYN,3,3,216
car_eval_4,ADVANCED,ADASYN,3,4,216
car_eval_4,ADVANCED,ADASYN,3,5,216
car_eval_4,ADVANCED,ADASYN,5,1,216
car_eval_4,ADVANCED,ADASYN,5,2,216
car_eval_4,ADVANCED,ADASYN,5,3,216
car_eval_4,ADVANCED,ADASYN,5,4,216
car_eval_4,ADVANCED,ADASYN,5,5,216
car_eval_4,ADVANCED,ADASYN,7,1,216
car_eval_4,ADVANCED,ADASYN,7,2,216
car_eval_4,ADVANCED,ADASYN,7,3,216
car_eval_4,ADVANCED,ADASYN,7,4,216
car_eval_4,ADVANCED,ADASYN,7,5,216
car_eval_4,ADVANCED,BorderlineSMOTE,3,1,216
car_eval_4,ADVANCED,BorderlineSMOTE,3,2,216
car_eval_4,ADVANCED,BorderlineSMOTE,3,3,216
car_eval_4,ADVANCED,BorderlineSMOTE,3,4,216
car_eval_4,ADVANCED,BorderlineSMOTE,3,5,216
car_eval_4,ADVANCED,BorderlineSMOTE,5,1,216
car_eval_4,ADVANCED,BorderlineSMOTE,5,2,216
car_eval_4,ADVANCED,BorderlineSMOTE,5,3,216
car_eval_4,ADVANCED,BorderlineSMOTE,5,4,216
car_eval_4,ADVANCED,BorderlineSMOTE,5,5,216
car_eval_4,ADVANCED,BorderlineSMOTE,7,1,216
car_eval_4,ADVANCED,BorderlineSMOTE,7,2,216
car_eval_4,ADVANCED,BorderlineSMOTE,7,3,216
car_eval_4,ADVANCED,BorderlineSMOTE,7,4,216
car_eval_4,ADVANCED,BorderlineSMOTE,7,5,216
car_eval_4,ADVANCED,SMOTE,3,1,216
car_eval_4,ADVANCED,SMOTE,3,2,216
car_eval_4,ADVANCED,SMOTE,3,3,216
car_eval_4,ADVANCED,SMOTE,3,4,216
car_eval_4,ADVANCED,SMOTE,3,5,216
car_eval_4,ADVANCED,SMOTE,5,1,216
car_eval_4,ADVANCED,SMOTE,5,2,216
car_eval_4,ADVANCED,SMOTE,5,3,216
car_eval_4,ADVANCED,SMOTE,5,4,216
car_eval_4,ADVANCED,SMOTE,5,5,216
car_eval_4,ADVANCED,SMOTE,7,1,216
car_eval_4,ADVANCED,SMOTE,7,2,216
car_eval_4,ADVANCED,SMOTE,7,3,216
car_eval_4,ADVANCED,SMOTE,7,4,216
car_eval_4,ADVANCED,SMOTE,7,5,216
car_eval_4,BASIC,ADASYN,3,1,216
car_eval_4,BASIC,ADASYN,3,2,216
car_eval_4,BASIC,ADASYN,3,3,216
car_eval_4,BASIC,ADASYN,3,4,216
car_eval_4,BASIC,ADASYN,3,5,216
car_eval_4,BASIC,ADASYN,5,1,216
car_eval_4,BASIC,ADASYN,5,2,216
car_eval_4,BASIC,ADASYN,5,3,216
car_eval_4,BASIC,ADASYN,5,4,216
car_eval_4,BASIC,ADASYN,5,5,216
car_eval_4,BASIC,ADASYN,7,1,216
car_eval_4,BASIC,ADASYN,7,2,216
car_eval_4,BASIC,ADASYN,7,3,216
car_eval_4,BASIC,ADASYN,7,4,216
car_eval_4,BASIC,ADASYN,7,5,216
car_eval_4,BASIC,BorderlineSMOTE,3,1,216
car_eval_4,BASIC,BorderlineSMOTE,3,2,216
car_eval_4,BASIC,BorderlineSMOTE,3,3,216
car_eval_4,BASIC,BorderlineSMOTE,3,4,216
car_eval_4,BASIC,BorderlineSMOTE,3,5,216
car_eval_4,BASIC,BorderlineSMOTE,5,1,216
car_eval_4,BASIC,BorderlineSMOTE,5,2,216
car_eval_4,BASIC,BorderlineSMOTE,5,3,216
car_eval_4,BASIC,BorderlineSMOTE,5,4,216
car_eval_4,BASIC,BorderlineSMOTE,5,5,216
car_eval_4,BASIC,BorderlineSMOTE,7,1,200
car_eval_4,BASIC,SMOTE,3,1,216
car_eval_4,BASIC,SMOTE,3,2,216
car_eval_4,BASIC,SMOTE,3,3,216
car_eval_4,BASIC,SMOTE,3,4,216
car_eval_4,BASIC,SMOTE,3,5,216
car_eval_4,BASIC,SMOTE,5,1,216
car_eval_4,BASIC,SMOTE,5,2,216
car_eval_4,BASIC,SMOTE,5,3,216
car_eval_4,BASIC,SMOTE,5,4,216
car_eval_4,BASIC,SMOTE,5,5,216
car_eval_4,BASIC,SMOTE,7,1,216
car_eval_4,BASIC,SMOTE,7,2,216
car_eval_4,BASIC,SMOTE,7,3,216
car_eval_4,BASIC,SMOTE,7,4,216
car_eval_4,BASIC,SMOTE,7,5,216
coil_2000,ADVANCED,ADASYN,3,1,216
coil_2000,ADVANCED,ADASYN,3,2,216
coil_2000,ADVANCED,ADASYN,3,3,216
coil_2000,ADVANCED,ADASYN,3,4,216
coil_2000,ADVANCED,ADASYN,3,5,216
coil_2000,ADVANCED,ADASYN,5,1,216
coil_2000,ADVANCED,ADASYN,5,2,216
coil_2000,ADVANCED,ADASYN,5,3,216
coil_2000,ADVANCED,ADASYN,5,4,216
coil_2000,ADVANCED,ADASYN,5,5,216
coil_2000,ADVANCED,ADASYN,7,1,216
coil_2000,ADVANCED,ADASYN,7,2,216
coil_2000,ADVANCED,ADASYN,7,3,216
coil_2000,ADVANCED,ADASYN,7,4,216
coil_2000,ADVANCED,ADASYN,7,5,216
coil_2000,ADVANCED,BorderlineSMOTE,3,1,216
coil_2000,ADVANCED,BorderlineSMOTE,3,2,216
coil_2000,ADVANCED,BorderlineSMOTE,3,3,216
coil_2000,ADVANCED,BorderlineSMOTE,3,4,216
coil_2000,ADVANCED,BorderlineSMOTE,3,5,216
coil_2000,ADVANCED,BorderlineSMOTE,5,1,216
coil_2000,ADVANCED,BorderlineSMOTE,5,2,216
coil_2000,ADVANCED,BorderlineSMOTE,5,3,216
coil_2000,ADVANCED,BorderlineSMOTE,5,4,216
coil_2000,ADVANCED,BorderlineSMOTE,5,5,216
coil_2000,ADVANCED,BorderlineSMOTE,7,1,216
coil_2000,ADVANCED,BorderlineSMOTE,7,2,216
coil_2000,ADVANCED,BorderlineSMOTE,7,3,216
coil_2000,ADVANCED,BorderlineSMOTE,7,4,216
coil_2000,ADVANCED,BorderlineSMOTE,7,5,216
coil_2000,ADVANCED,SMOTE,3,1,216
coil_2000,ADVANCED,SMOTE,3,2,216
coil_2000,ADVANCED,SMOTE,3,3,216
coil_2000,ADVANCED,SMOTE,3,4,216
coil_2000,ADVANCED,SMOTE,3,5,216
coil_2000,ADVANCED,SMOTE,5,1,216
coil_2000,ADVANCED,SMOTE,5,2,216
coil_2000,ADVANCED,SMOTE,5,3,216
coil_2000,ADVANCED,SMOTE,5,4,216
coil_2000,ADVANCED,SMOTE,5,5,216
coil_2000,ADVANCED,SMOTE,7,1,216
coil_2000,ADVANCED,SMOTE,7,2,216
coil_2000,ADVANCED,SMOTE,7,3,216
coil_2000,ADVANCED,SMOTE,7,4,216
coil_2000,ADVANCED,SMOTE,7,5,216
coil_2000,BASIC,ADASYN,3,1,216
coil_2000,BASIC,ADASYN,3,2,216
coil_2000,BASIC,ADASYN,3,3,216
coil_2000,BASIC,ADASYN,3,4,216
coil_2000,BASIC,ADASYN,3,5,216
coil_2000,BASIC,ADASYN,5,1,216
coil_2000,BASIC,ADASYN,5,2,216
coil_2000,BASIC,ADASYN,5,3,216
coil_2000,BASIC,ADASYN,5,4,216
coil_2000,BASIC,ADASYN,5,5,216
coil_2000,BASIC,ADASYN,7,1,216
coil_2000,BASIC,ADASYN,7,2,216
coil_2000,BASIC,ADASYN,7,3,216
coil_2000,BASIC,ADASYN,7,4,216
coil_2000,BASIC,ADASYN,7,5,216
coil_2000,BASIC,BorderlineSMOTE,3,1,216
coil_2000,BASIC,BorderlineSMOTE,3,2,216
coil_2000,BASIC,BorderlineSMOTE,3,3,216
coil_2000,BASIC,BorderlineSMOTE,3,4,216
coil_2000,BASIC,BorderlineSMOTE,3,5,216
coil_2000,BASIC,BorderlineSMOTE,5,1,216
coil_2000,BASIC,BorderlineSMOTE,5,2,216
coil_2000,BASIC,BorderlineSMOTE,5,3,216
coil_2000,BASIC,BorderlineSMOTE,5,4,216
coil_2000,BASIC,BorderlineSMOTE,5,5,216
coil_2000,BASIC,BorderlineSMOTE,7,1,216
coil_2000,BASIC,BorderlineSMOTE,7,2,216
coil_2000,BASIC,BorderlineSMOTE,7,3,216
coil_2000,BASIC,BorderlineSMOTE,7,4,216
coil_2000,BASIC,BorderlineSMOTE,7,5,216
coil_2000,BASIC,SMOTE,3,1,216
coil_2000,BASIC,SMOTE,3,2,216
coil_2000,BASIC,SMOTE,3,3,216
coil_2000,BASIC,SMOTE,3,4,216
coil_2000,BASIC,SMOTE,3,5,216
coil_2000,BASIC,SMOTE,5,1,216
coil_2000,BASIC,SMOTE,5,2,216
coil_2000,BASIC,SMOTE,5,3,216
coil_2000,BASIC,SMOTE,5,4,216
coil_2000,BASIC,SMOTE,5,5,216
coil_2000,BASIC,SMOTE,7,1,216
coil_2000,BASIC,SMOTE,7,2,216
coil_2000,BASIC,SMOTE,7,3,216
coil_2000,BASIC,SMOTE,7,4,216
coil_2000,BASIC,SMOTE,7,5,216
ecoli,ADVANCED,ADASYN,3,1,216
ecoli,ADVANCED,ADASYN,3,2,216
ecoli,ADVANCED,ADASYN,3,3,216
ecoli,ADVANCED,ADASYN,3,4,216
ecoli,ADVANCED,ADASYN,3,5,216
ecoli,ADVANCED,ADASYN,5,1,216
ecoli,ADVANCED,ADASYN,5,2,216
ecoli,ADVANCED,ADASYN,5,3,216
ecoli,ADVANCED,ADASYN,5,4,216
ecoli,ADVANCED,ADASYN,5,5,216
ecoli,ADVANCED,ADASYN,7,1,216
ecoli,ADVANCED,ADASYN,7,2,216
ecoli,ADVANCED,ADASYN,7,3,216
ecoli,ADVANCED,ADASYN,7,4,216
ecoli,ADVANCED,ADASYN,7,5,216
ecoli,ADVANCED,BorderlineSMOTE,3,1,216
ecoli,ADVANCED,BorderlineSMOTE,3,2,216
ecoli,ADVANCED,BorderlineSMOTE,3,3,216
ecoli,ADVANCED,BorderlineSMOTE,3,4,216
ecoli,ADVANCED,BorderlineSMOTE,3,5,216
ecoli,ADVANCED,BorderlineSMOTE,5,1,216
ecoli,ADVANCED,BorderlineSMOTE,5,2,216
ecoli,ADVANCED,BorderlineSMOTE,5,3,216
ecoli,ADVANCED,BorderlineSMOTE,5,4,216
ecoli,ADVANCED,BorderlineSMOTE,5,5,216
ecoli,ADVANCED,BorderlineSMOTE,7,1,216
ecoli,ADVANCED,BorderlineSMOTE,7,2,216
ecoli,ADVANCED,BorderlineSMOTE,7,3,216
ecoli,ADVANCED,BorderlineSMOTE,7,4,216
ecoli,ADVANCED,BorderlineSMOTE,7,5,216
ecoli,ADVANCED,SMOTE,3,1,216
ecoli,ADVANCED,SMOTE,3,2,216
ecoli,ADVANCED,SMOTE,3,3,216
ecoli,ADVANCED,SMOTE,3,4,216
ecoli,ADVANCED,SMOTE,3,5,216
ecoli,ADVANCED,SMOTE,5,1,216
ecoli,ADVANCED,SMOTE,5,2,216
ecoli,ADVANCED,SMOTE,5,3,216
ecoli,ADVANCED,SMOTE,5,4,216
ecoli,ADVANCED,SMOTE,5,5,216
ecoli,ADVANCED,SMOTE,7,1,216
ecoli,ADVANCED,SMOTE,7,2,216
ecoli,ADVANCED,SMOTE,7,3,216
ecoli,ADVANCED,SMOTE,7,4,216
ecoli,ADVANCED,SMOTE,7,5,216
ecoli,BASIC,ADASYN,3,1,216
ecoli,BASIC,ADASYN,3,2,216
ecoli,BASIC,ADASYN,3,3,216
ecoli,BASIC,ADASYN,3,4,216
ecoli,BASIC,ADASYN,3,5,216
ecoli,BASIC,ADASYN,5,1,216
ecoli,BASIC,ADASYN,5,2,216
ecoli,BASIC,ADASYN,5,3,216
ecoli,BASIC,ADASYN,5,4,216
ecoli,BASIC,ADASYN,5,5,216
ecoli,BASIC,BorderlineSMOTE,3,1,216
ecoli,BASIC,BorderlineSMOTE,3,2,216
ecoli,BASIC,BorderlineSMOTE,3,3,216
ecoli,BASIC,BorderlineSMOTE,3,4,216
ecoli,BASIC,BorderlineSMOTE,3,5,216
ecoli,BASIC,BorderlineSMOTE,5,1,216
ecoli,BASIC,BorderlineSMOTE,5,2,216
ecoli,BASIC,BorderlineSMOTE,5,3,216
ecoli,BASIC,BorderlineSMOTE,5,4,216
ecoli,BASIC,BorderlineSMOTE,5,5,216
ecoli,BASIC,BorderlineSMOTE,7,1,216
ecoli,BASIC,BorderlineSMOTE,7,2,216
ecoli,BASIC,BorderlineSMOTE,7,3,216
ecoli,BASIC,BorderlineSMOTE,7,4,216
ecoli,BASIC,BorderlineSMOTE,7,5,216
ecoli,BASIC,SMOTE,3,1,216
ecoli,BASIC,SMOTE,3,2,216
ecoli,BASIC,SMOTE,3,3,216
ecoli,BASIC,SMOTE,3,4,216
ecoli,BASIC,SMOTE,3,5,216
ecoli,BASIC,SMOTE,5,1,216
ecoli,BASIC,SMOTE,5,2,216
ecoli,BASIC,SMOTE,5,3,216
ecoli,BASIC,SMOTE,5,4,216
ecoli,BASIC,SMOTE,5,5,216
ecoli,BASIC,SMOTE,7,1,216
ecoli,BASIC,SMOTE,7,2,216
ecoli,BASIC,SMOTE,7,3,216
ecoli,BASIC,SMOTE,7,4,216
ecoli,BASIC,SMOTE,7,5,216
letter_img,ADVANCED,ADASYN,3,1,216
letter_img,ADVANCED,ADASYN,3,2,216
letter_img,ADVANCED,ADASYN,3,3,216
letter_img,ADVANCED,ADASYN,3,4,216
letter_img,ADVANCED,ADASYN,3,5,216
letter_img,ADVANCED,ADASYN,5,1,216
letter_img,ADVANCED,ADASYN,5,2,216
letter_img,ADVANCED,ADASYN,5,3,216
letter_img,ADVANCED,ADASYN,5,4,216
letter_img,ADVANCED,ADASYN,5,5,216
letter_img,ADVANCED,ADASYN,7,1,216
letter_img,ADVANCED,ADASYN,7,2,216
letter_img,ADVANCED,ADASYN,7,3,216
letter_img,ADVANCED,ADASYN,7,4,216
letter_img,ADVANCED,ADASYN,7,5,216
letter_img,ADVANCED,BorderlineSMOTE,3,1,216
