dataset_name,oversampling_option,oversampler_name,n_neighbors,take,params
spectrometer,ADVANCED,SMOTE,3,2,216
spectrometer,ADVANCED,SMOTE,3,3,216
spectrometer,ADVANCED,SMOTE,3,4,216
spectrometer,ADVANCED,SMOTE,3,5,216
spectrometer,ADVANCED,SMOTE,5,1,216
spectrometer,ADVANCED,SMOTE,5,2,216
spectrometer,ADVANCED,SMOTE,5,3,216
spectrometer,ADVANCED,SMOTE,5,4,216
spectrometer,ADVANCED,SMOTE,5,5,216
spectrometer,ADVANCED,SMOTE,7,1,216
spectrometer,ADVANCED,SMOTE,7,2,216
spectrometer,ADVANCED,SMOTE,7,3,216
spectrometer,ADVANCED,SMOTE,7,4,216
spectrometer,ADVANCED,SMOTE,7,5,216
spectrometer,BASIC,ADASYN,3,1,216
spectrometer,BASIC,ADASYN,3,2,216
spectrometer,BASIC,ADASYN,3,3,216
spectrometer,BASIC,ADASYN,3,4,216
spectrometer,BASIC,ADASYN,3,5,216
spectrometer,BASIC,ADASYN,5,1,216
spectrometer,BASIC,ADASYN,5,2,216
spectrometer,BASIC,ADASYN,5,3,216
spectrometer,BASIC,ADASYN,5,4,216
spectrometer,BASIC,ADASYN,5,5,216
spectrometer,BASIC,BorderlineSMOTE,3,1,216
spectrometer,BASIC,BorderlineSMOTE,3,2,216
spectrometer,BASIC,BorderlineSMOTE,3,3,216
spectrometer,BASIC,BorderlineSMOTE,3,4,216
spectrometer,BASIC,BorderlineSMOTE,3,5,216
spectrometer,BASIC,BorderlineSMOTE,5,1,216
spectrometer,BASIC,BorderlineSMOTE,5,2,216
spectrometer,BASIC,BorderlineSMOTE,5,3,216
spectrometer,BASIC,BorderlineSMOTE,5,4,216
spectrometer,BASIC,BorderlineSMOTE,5,5,216
spectrometer,BASIC,BorderlineSMOTE,7,1,216
spectrometer,BASIC,BorderlineSMOTE,7,2,216
spectrometer,BASIC,BorderlineSMOTE,7,3,216
spectrometer,BASIC,BorderlineSMOTE,7,4,216
spectrometer,BASIC,BorderlineSMOTE,7,5,216
spectrometer,BASIC,SMOTE,3,1,216
spectrometer,BASIC,SMOTE,3,2,216
spectrometer,BASIC,SMOTE,3,3,216
spectrometer,BASIC,SMOTE,3,4,216
spectrometer,BASIC,SMOTE,3,5,216
spectrometer,BASIC,SMOTE,5,1,216
spectrometer,BASIC,SMOTE,5,2,216
spectrometer,BASIC,SMOTE,5,3,216
spectrometer,BASIC,SMOTE,5,4,216
spectrometer,BASIC,SMOTE,5,5,216
spectrometer,BASIC,SMOTE,7,1,216
spectrometer,BASIC,SMOTE,7,2,216
spectrometer,BASIC,SMOTE,7,3,216
spectrometer,BASIC,SMOTE,7,4,216
spectrometer,BASIC,SMOTE,7,5,216
thyroid_sick,ADVANCED,ADASYN,3,1,216
thyroid_sick,ADVANCED,ADASYN,3,2,216
thyroid_sick,ADVANCED,ADASYN,3,3,216
thyroid_sick,ADVANCED,ADASYN,3,4,216
thyroid_sick,ADVANCED,ADASYN,3,5,216
thyroid_sick,ADVANCED,ADASYN,5,1,216
thyroid_sick,ADVANCED,ADASYN,5,2,216
thyroid_sick,ADVANCED,ADASYN,5,3,216
thyroid_sick,ADVANCED,ADASYN,5,4,216
thyroid_sick,ADVANCED,ADASYN,5,5,216
thyroid_sick,ADVANCED,ADASYN,7,1,216
thyroid_sick,ADVANCED,ADASYN,7,2,216
thyroid_sick,ADVANCED,ADASYN,7,3,216
thyroid_sick,ADVANCED,ADASYN,7,4,216
thyroid_sick,ADVANCED,ADASYN,7,5,216
thyroid_sick,ADVANCED,BorderlineSMOTE,3,1,216
thyroid_sick,ADVANCED,BorderlineSMOTE,3,2,216
thyroid_sick,ADVANCED,BorderlineSMOTE,3,3,216
thyroid_sick,ADVANCED,BorderlineSMOTE,3,4,216
thyroid_sick,ADVANCED,BorderlineSMOTE,3,5,216
thyroid_sick,ADVANCED,BorderlineSMOTE,5,1,216
thyroid_sick,ADVANCED,BorderlineSMOTE,5,2,216
thyroid_sick,ADVANCED,BorderlineSMOTE,5,3,216
thyroid_sick,ADVANCED,BorderlineSMOTE,5,4,216
thyroid_sick,ADVANCED,BorderlineSMOTE,5,5,216
thyroid_sick,ADVANCED,BorderlineSMOTE,7,1,216
thyroid_sick,ADVANCED,BorderlineSMOTE,7,2,216
thyroid_sick,ADVANCED,BorderlineSMOTE,7,3,216
thyroid_sick,ADVANCED,BorderlineSMOTE,7,4,216
thyroid_sick,ADVANCED,BorderlineSMOTE,7,5,216
thyroid_sick,ADVANCED,SMOTE,3,1,216
thyroid_sick,ADVANCED,SMOTE,3,2,216
thyroid_sick,ADVANCED,SMOTE,3,3,216
thyroid_sick,ADVANCED,SMOTE,3,4,216
thyroid_sick,ADVANCED,SMOTE,3,5,216
thyroid_sick,ADVANCED,SMOTE,5,1,216
thyroid_sick,ADVANCED,SMOTE,5,2,216
thyroid_sick,ADVANCED,SMOTE,5,3,216
thyroid_sick,ADVANCED,SMOTE,5,4,216
thyroid_sick,ADVANCED,SMOTE,5,5,216
thyroid_sick,ADVANCED,SMOTE,7,1,216
thyroid_sick,ADVANCED,SMOTE,7,2,216
thyroid_sick,ADVANCED,SMOTE,7,3,216
thyroid_sick,ADVANCED,SMOTE,7,4,216
thyroid_sick,ADVANCED,SMOTE,7,5,216
thyroid_sick,BASIC,ADASYN,3,1,216
thyroid_sick,BASIC,ADASYN,3,2,216
thyroid_sick,BASIC,ADASYN,3,3,216
thyroid_sick,BASIC,ADASYN,3,4,216
thyroid_sick,BASIC,ADASYN,3,5,216
thyroid_sick,BASIC,ADASYN,5,1,216
thyroid_sick,BASIC,ADASYN,5,2,216
thyroid_sick,BASIC,ADASYN,5,3,216
thyroid_sick,BASIC,ADASYN,5,4,216
thyroid_sick,BASIC,ADASYN,5,5,216
thyroid_sick,BASIC,ADASYN,7,1,216
thyroid_sick,BASIC,ADASYN,7,2,216
thyroid_sick,BASIC,ADASYN,7,3,216
thyroid_sick,BASIC,ADASYN,7,4,216
thyroid_sick,BASIC,ADASYN,7,5,216
thyroid_sick,BASIC,BorderlineSMOTE,3,1,216
thyroid_sick,BASIC,BorderlineSMOTE,3,2,216
thyroid_sick,BASIC,BorderlineSMOTE,3,3,216
thyroid_sick,BASIC,BorderlineSMOTE,3,4,216
thyroid_sick,BASIC,BorderlineSMOTE,3,5,216
thyroid_sick,BASIC,BorderlineSMOTE,5,1,216
thyroid_sick,BASIC,BorderlineSMOTE,5,2,216
thyroid_sick,BASIC,BorderlineSMOTE,5,3,216
thyroid_sick,BASIC,BorderlineSMOTE,5,4,216
thyroid_sick,BASIC,BorderlineSMOTE,5,5,216
thyroid_sick,BASIC,BorderlineSMOTE,7,1,216
thyroid_sick,BASIC,BorderlineSMOTE,7,2,216
thyroid_sick,BASIC,BorderlineSMOTE,7,3,216
thyroid_sick,BASIC,BorderlineSMOTE,7,4,216
thyroid_sick,BASIC,BorderlineSMOTE,7,5,216
thyroid_sick,BASIC,SMOTE,3,1,216
thyroid_sick,BASIC,SMOTE,3,2,216
thyroid_sick,BASIC,SMOTE,3,3,216
thyroid_sick,BASIC,SMOTE,3,4,216
thyroid_sick,BASIC,SMOTE,3,5,216
thyroid_sick,BASIC,SMOTE,5,1,216
thyroid_sick,BASIC,SMOTE,5,2,216
thyroid_sick,BASIC,SMOTE,5,3,216
thyroid_sick,BASIC,SMOTE,5,4,216
thyroid_sick,BASIC,SMOTE,5,5,216
thyroid_sick,BASIC,SMOTE,7,1,216
thyroid_sick,BASIC,SMOTE,7,2,216
thyroid_sick,BASIC,SMOTE,7,3,216
thyroid_sick,BASIC,SMOTE,7,4,216
thyroid_sick,BASIC,SMOTE,7,5,216
us_crime,ADVANCED,ADASYN,3,1,216
us_crime,ADVANCED,ADASYN,3,2,216
us_crime,ADVANCED,ADASYN,3,3,216
us_crime,ADVANCED,ADASYN,3,4,216
us_crime,ADVANCED,ADASYN,3,5,216
us_crime,ADVANCED,ADASYN,5,1,216
us_crime,ADVANCED,ADASYN,5,2,216
us_crime,ADVANCED,ADASYN,5,3,216
us_crime,ADVANCED,ADASYN,5,4,216
us_crime,ADVANCED,ADASYN,5,5,216
us_crime,ADVANCED,ADASYN,7,1,216
us_crime,ADVANCED,ADASYN,7,2,216
us_crime,ADVANCED,ADASYN,7,3,216
us_crime,ADVANCED,ADASYN,7,4,216
us_crime,ADVANCED,ADASYN,7,5,216
us_crime,ADVANCED,BorderlineSMOTE,3,1,216
us_crime,ADVANCED,BorderlineSMOTE,3,2,216
us_crime,ADVANCED,BorderlineSMOTE,3,3,216
us_crime,ADVANCED,BorderlineSMOTE,3,4,216
us_crime,ADVANCED,BorderlineSMOTE,3,5,216
us_crime,ADVANCED,BorderlineSMOTE,5,1,216
us_crime,ADVANCED,BorderlineSMOTE,5,2,216
us_crime,ADVANCED,BorderlineSMOTE,5,3,216
us_crime,ADVANCED,BorderlineSMOTE,5,4,216
us_crime,ADVANCED,BorderlineSMOTE,5,5,216
us_crime,ADVANCED,BorderlineSMOTE,7,1,216
us_crime,ADVANCED,BorderlineSMOTE,7,2,216
us_crime,ADVANCED,BorderlineSMOTE,7,3,216
us_crime,ADVANCED,BorderlineSMOTE,7,4,216
us_crime,ADVANCED,BorderlineSMOTE,7,5,216
us_crime,ADVANCED,SMOTE,3,1,216
us_crime,ADVANCED,SMOTE,3,2,216
us_crime,ADVANCED,SMOTE,3,3,216
us_crime,ADVANCED,SMOTE,3,4,216
us_crime,ADVANCED,SMOTE,3,5,216
us_crime,ADVANCED,SMOTE,5,1,216
us_crime,ADVANCED,SMOTE,5,2,216
us_crime,ADVANCED,SMOTE,5,3,216
us_crime,ADVANCED,SMOTE,5,4,216
us_crime,ADVANCED,SMOTE,5,5,216
us_crime,ADVANCED,SMOTE,7,1,216
us_crime,ADVANCED,SMOTE,7,2,216
us_crime,ADVANCED,SMOTE,7,3,216
us_crime,ADVANCED,SMOTE,7,4,216
us_crime,ADVANCED,SMOTE,7,5,216
us_crime,BASIC,ADASYN,3,1,216
us_crime,BASIC,ADASYN,3,2,216
us_crime,BASIC,ADASYN,3,3,216
us_crime,BASIC,ADASYN,3,4,216
us_crime,BASIC,ADASYN,3,5,216
us_crime,BASIC,ADASYN,5,1,216
us_crime,BASIC,ADASYN,5,2,216
us_crime,BASIC,ADASYN,5,3,216
us_crime,BASIC,ADASYN,5,4,216
us_crime,BASIC,ADASYN,5,5,216
us_crime,BASIC,BorderlineSMOTE,3,1,216
us_crime,BASIC,BorderlineSMOTE,3,2,216
us_crime,BASIC,BorderlineSMOTE,3,3,216
us_crime,BASIC,BorderlineSMOTE,3,4,216
us_crime,BASIC,BorderlineSMOTE,3,5,216
us_crime,BASIC,BorderlineSMOTE,5,1,216
us_crime,BASIC,BorderlineSMOTE,5,2,216
us_crime,BASIC,BorderlineSMOTE,5,3,216
us_crime,BASIC,BorderlineSMOTE,5,4,216
us_crime,BASIC,BorderlineSMOTE,5,5,216
us_crime,BASIC,BorderlineSMOTE,7,1,216
us_crime,BASIC,BorderlineSMOTE,7,2,216
us_crime,BASIC,BorderlineSMOTE,7,3,216
us_crime,BASIC,BorderlineSMOTE,7,4,216
us_crime,BASIC,BorderlineSMOTE,7,5,216
us_crime,BASIC,SMOTE,3,1,216
us_crime,BASIC,SMOTE,3,2,216
us_crime,BASIC,SMOTE,3,3,216
us_crime,BASIC,SMOTE,3,4,216
us_crime,BASIC,SMOTE,3,5,216
us_crime,BASIC,SMOTE,5,1,216
us_crime,BASIC,SMOTE,5,2,216
us_crime,BASIC,SMOTE,5,3,216
us_crime,BASIC,SMOTE,5,4,216
us_crime,BASIC,SMOTE,5,5,216
us_crime,BASIC,SMOTE,7,1,216
us_crime,BASIC,SMOTE,7,2,216
us_crime,BASIC,SMOTE,7,3,216
us_crime,BASIC,SMOTE,7,4,216
us_crime,BASIC,SMOTE,7,5,216
wine_quality,ADVANCED,ADASYN,3,1,216
wine_quality,ADVANCED,ADASYN,3,2,216
wine_quality,ADVANCED,ADASYN,3,3,216
wine_quality,ADVANCED,ADASYN,3,4,216
wine_quality,ADVANCED,ADASYN,3,5,216
wine_quality,ADVANCED,ADASYN,5,1,216
wine_quality,ADVANCED,ADASYN,5,2,216
wine_quality,ADVANCED,ADASYN,5,3,216
wine_quality,ADVANCED,ADASYN,5,4,216
wine_quality,ADVANCED,ADASYN,5,5,216
wine_quality,ADVANCED,ADASYN,7,1,216
wine_quality,ADVANCED,ADASYN,7,2,216
wine_quality,ADVANCED,ADASYN,7,3,216
wine_quality,ADVANCED,ADASYN,7,4,216
wine_quality,ADVANCED,ADASYN,7,5,216
wine_quality,ADVANCED,BorderlineSMOTE,3,1,216
wine_quality,ADVANCED,BorderlineSMOTE,3,2,216
wine_quality,ADVANCED,BorderlineSMOTE,3,3,216
wine_quality,ADVANCED,BorderlineSMOTE,3,4,216
wine_quality,ADVANCED,BorderlineSMOTE,3,5,216
wine_quality,ADVANCED,BorderlineSMOTE,5,1,216
wine_quality,ADVANCED,BorderlineSMOTE,5,2,216
wine_quality,ADVANCED,BorderlineSMOTE,5,3,216
wine_quality,ADVANCED,BorderlineSMOTE,5,4,216
wine_quality,ADVANCED,BorderlineSMOTE,5,5,216
wine_quality,ADVANCED,BorderlineSMOTE,7,1,216
wine_quality,ADVANCED,BorderlineSMOTE,7,2,216
wine_quality,ADVANCED,BorderlineSMOTE,7,3,216
wine_quality,ADVANCED,BorderlineSMOTE,7,4,216
wine_quality,ADVANCED,BorderlineSMOTE,7,5,216
wine_quality,ADVANCED,SMOTE,3,1,216
wine_quality,ADVANCED,SMOTE,3,2,216
wine_quality,ADVANCED,SMOTE,3,3,216
wine_quality,ADVANCED,SMOTE,3,4,216
wine_quality,ADVANCED,SMOTE,3,5,216
wine_quality,ADVANCED,SMOTE,5,1,216
wine_quality,ADVANCED,SMOTE,5,2,216
wine_quality,ADVANCED,SMOTE,5,3,216
wine_quality,ADVANCED,SMOTE,5,4,216
wine_quality,ADVANCED,SMOTE,5,5,216
wine_quality,ADVANCED,SMOTE,7,1,216
wine_quality,ADVANCED,SMOTE,7,2,216
wine_quality,ADVANCED,SMOTE,7,3,216
wine_quality,ADVANCED,SMOTE,7,4,216
wine_quality,ADVANCED,SMOTE,7,5,216
wine_quality,BASIC,ADASYN,3,1,216
wine_quality,BASIC,ADASYN,3,2,216
wine_quality,BASIC,ADASYN,3,3,216
wine_quality,BASIC,ADASYN,3,4,216
wine_quality,BASIC,ADASYN,3,5,216
wine_quality,BASIC,ADASYN,5,1,216
wine_quality,BASIC,ADASYN,5,2,216
wine_quality,BASIC,ADASYN,5,3,216
wine_quality,BASIC,ADASYN,5,4,216
wine_quality,BASIC,ADASYN,5,5,216
wine_quality,BASIC,ADASYN,7,1,216
wine_quality,BASIC,ADASYN,7,2,216
wine_quality,BASIC,ADASYN,7,3,216
wine_quality,BASIC,ADASYN,7,4,216
wine_quality,BASIC,ADASYN,7,5,216
wine_quality,BASIC,BorderlineSMOTE,3,1,216
wine_quality,BASIC,BorderlineSMOTE,3,2,216
wine_quality,BASIC,BorderlineSMOTE,3,3,216
wine_quality,BASIC,BorderlineSMOTE,3,4,216
wine_quality,BASIC,BorderlineSMOTE,3,5,216
wine_quality,BASIC,BorderlineSMOTE,5,1,216
wine_quality,BASIC,BorderlineSMOTE,5,2,216
wine_quality,BASIC,BorderlineSMOTE,5,3,216
wine_quality,BASIC,BorderlineSMOTE,5,4,216
wine_quality,BASIC,BorderlineSMOTE,5,5,216
wine_quality,BASIC,SMOTE,3,1,216
wine_quality,BASIC,SMOTE,3,2,216
wine_quality,BASIC,SMOTE,3,3,216
wine_quality,BASIC,SMOTE,3,4,216
wine_quality,BASIC,SMOTE,3,5,216
wine_quality,BASIC,SMOTE,5,1,216
wine_quality,BASIC,SMOTE,5,2,216
wine_quality,BASIC,SMOTE,5,3,216
wine_quality,BASIC,SMOTE,5,4,216
wine_quality,BASIC,SMOTE,5,5,216
wine_quality,BASIC,SMOTE,7,1,216
wine_quality,BASIC,SMOTE,7,2,216
wine_quality,BASIC,SMOTE,7,3,216
wine_quality,BASIC,SMOTE,7,4,216
wine_quality,BASIC,SMOTE,7,5,216
yeast_me2,ADVANCED,ADASYN,3,1,216
yeast_me2,ADVANCED,ADASYN,3,2,216
yeast_me2,ADVANCED,ADASYN,3,3,216
yeast_me2,ADVANCED,ADASYN,3,4,216
yeast_me2,ADVANCED,ADASYN,3,5,216
yeast_me2,ADVANCED,ADASYN,5,1,216
yeast_me2,ADVANCED,ADASYN,5,2,216
yeast_me2,ADVANCED,ADASYN,5,3,216
yeast_me2,ADVANCED,ADASYN,5,4,216
yeast_me2,ADVANCED,ADASYN,5,5,216
yeast_me2,ADVANCED,ADASYN,7,1,216
yeast_me2,ADVANCED,ADASYN,7,2,216
yeast_me2,ADVANCED,ADASYN,7,3,216
yeast_me2,ADVANCED,ADASYN,7,4,216
yeast_me2,ADVANCED,ADASYN,7,5,216
yeast_me2,ADVANCED,BorderlineSMOTE,3,1,216
yeast_me2,ADVANCED,BorderlineSMOTE,3,2,216
yeast_me2,ADVANCED,BorderlineSMOTE,3,3,216
yeast_me2,ADVANCED,BorderlineSMOTE,3,4,216
yeast_me2,ADVANCED,BorderlineSMOTE,3,5,216
yeast_me2,ADVANCED,BorderlineSMOTE,5,1,216
yeast_me2,ADVANCED,BorderlineSMOTE,5,2,216
yeast_me2,ADVANCED,BorderlineSMOTE,5,3,216
yeast_me2,ADVANCED,BorderlineSMOTE,5,4,216
yeast_me2,ADVANCED,BorderlineSMOTE,5,5,216
yeast_me2,ADVANCED,BorderlineSMOTE,7,1,216
yeast_me2,ADVANCED,BorderlineSMOTE,7,2,216
yeast_me2,ADVANCED,BorderlineSMOTE,7,3,216
yeast_me2,ADVANCED,BorderlineSMOTE,7,4,216
yeast_me2,ADVANCED,BorderlineSMOTE,7,5,216
yeast_me2,ADVANCED,SMOTE,3,1,216
yeast_me2,ADVANCED,SMOTE,3,2,216
yeast_me2,ADVANCED,SMOTE,3,3,216
yeast_me2,ADVANCED,SMOTE,3,4,216
yeast_me2,ADVANCED,SMOTE,3,5,216
yeast_me2,ADVANCED,SMOTE,5,1,216
yeast_me2,ADVANCED,SMOTE,5,2,216
yeast_me2,ADVANCED,SMOTE,5,3,216
yeast_me2,ADVANCED,SMOTE,5,4,216
yeast_me2,ADVANCED,SMOTE,5,5,216
yeast_me2,ADVANCED,SMOTE,7,1,216
yeast_me2,ADVANCED,SMOTE,7,2,216
yeast_me2,ADVANCED,SMOTE,7,3,216
yeast_me2,ADVANCED,SMOTE,7,4,216
yeast_me2,ADVANCED,SMOTE,7,5,216
yeast_me2,BASIC,ADASYN,3,1,216
yeast_me2,BASIC,ADASYN,3,2,216
yeast_me2,BASIC,ADASYN,3,3,216
yeast_me2,BASIC,ADASYN,3,4,216
yeast_me2,BASIC,ADASYN,3,5,216
yeast_me2,BASIC,ADASYN,5,1,216
yeast_me2,BASIC,ADASYN,5,2,216
yeast_me2,BASIC,ADASYN,5,3,216
yeast_me2,BASIC,ADASYN,5,4,216
yeast_me2,BASIC,ADASYN,5,5,216
yeast_me2,BASIC,ADASYN,7,1,216
yeast_me2,BASIC,ADASYN,7,2,216
yeast_me2,BASIC,ADASYN,7,3,216
yeast_me2,BASIC,ADASYN,7,4,216
yeast_me2,BASIC,ADASYN,7,5,216
yeast_me2,BASIC,BorderlineSMOTE,3,1,216
yeast_me2,BASIC,BorderlineSMOTE,3,2,216
yeast_me2,BASIC,BorderlineSMOTE,3,3,216
yeast_me2,BASIC,BorderlineSMOTE,3,4,216
yeast_me2,BASIC,BorderlineSMOTE,3,5,216
yeast_me2,BASIC,BorderlineSMOTE,5,1,216
yeast_me2,BASIC,BorderlineSMOTE,5,2,216
yeast_me2,BASIC,BorderlineSMOTE,5,3,216
yeast_me2,BASIC,BorderlineSMOTE,5,4,216
yeast_me2,BASIC,BorderlineSMOTE,5,5,216
yeast_me2,BASIC,SMOTE,3,1,216
yeast_me2,BASIC,SMOTE,3,2,216
yeast_me2,BASIC,SMOTE,3,3,216
yeast_me2,BASIC,SMOTE,3,4,216
yeast_me2,BASIC,SMOTE,3,5,216
yeast_me2,BASIC,SMOTE,5,1,216
yeast_me2,BASIC,SMOTE,5,2,216
yeast_me2,BASIC,SMOTE,5,3,216
yeast_me2,BASIC,SMOTE,5,4,216
yeast_me2,BASIC,SMOTE,5,5,216
yeast_me2,BASIC,SMOTE,7,1,216
yeast_me2,BASIC,SMOTE,7,2,216
yeast_me2,BASIC,SMOTE,7,3,216
yeast_me2,BASIC,SMOTE,7,4,216
yeast_me2,BASIC,SMOTE,7,5,216
yeast_ml8,ADVANCED,ADASYN,3,1,216
yeast_ml8,ADVANCED,ADASYN,3,2,216
yeast_ml8,ADVANCED,ADASYN,3,3,216
yeast_ml8,ADVANCED,ADASYN,3,4,216
yeast_ml8,ADVANCED,ADASYN,3,5,216
yeast_ml8,ADVANCED,ADASYN,5,1,216
yeast_ml8,ADVANCED,ADASYN,5,2,216
yeast_ml8,ADVANCED,ADASYN,5,3,216
yeast_ml8,ADVANCED,ADASYN,5,4,216
yeast_ml8,ADVANCED,ADASYN,5,5,216
yeast_ml8,ADVANCED,ADASYN,7,1,216
yeast_ml8,ADVANCED,ADASYN,7,2,216
yeast_ml8,ADVANCED,ADASYN,7,3,216
yeast_ml8,ADVANCED,ADASYN,7,4,216
yeast_ml8,ADVANCED,ADASYN,7,5,216
yeast_ml8,ADVANCED,BorderlineSMOTE,3,1,216
yeast_ml8,ADVANCED,BorderlineSMOTE,3,2,216
yeast_ml8,ADVANCED,BorderlineSMOTE,3,3,216
yeast_ml8,ADVANCED,BorderlineSMOTE,3,4,216
yeast_ml8,ADVANCED,BorderlineSMOTE,3,5,216
yeast_ml8,ADVANCED,BorderlineSMOTE,5,1,216
yeast_ml8,ADVANCED,BorderlineSMOTE,5,2,216
yeast_ml8,ADVANCED,BorderlineSMOTE,5,3,216
yeast_ml8,ADVANCED,BorderlineSMOTE,5,4,216
yeast_ml8,ADVANCED,BorderlineSMOTE,5,5,216
yeast_ml8,ADVANCED,BorderlineSMOTE,7,1,216
yeast_ml8,ADVANCED,BorderlineSMOTE,7,2,216
yeast_ml8,ADVANCED,BorderlineSMOTE,7,3,216
yeast_ml8,ADVANCED,BorderlineSMOTE,7,4,216
yeast_ml8,ADVANCED,BorderlineSMOTE,7,5,216
yeast_ml8,ADVANCED,SMOTE,3,1,216
yeast_ml8,ADVANCED,SMOTE,3,2,216
yeast_ml8,ADVANCED,SMOTE,3,3,216
yeast_ml8,ADVANCED,SMOTE,3,4,216
yeast_ml8,ADVANCED,SMOTE,3,5,216
yeast_ml8,ADVANCED,SMOTE,5,1,216
yeast_ml8,ADVANCED,SMOTE,5,2,216
yeast_ml8,ADVANCED,SMOTE,5,3,216
yeast_ml8,ADVANCED,SMOTE,5,4,216
yeast_ml8,ADVANCED,SMOTE,5,5,216
yeast_ml8,ADVANCED,SMOTE,7,1,216
yeast_ml8,ADVANCED,SMOTE,7,2,216
yeast_ml8,ADVANCED,SMOTE,7,3,216
yeast_ml8,ADVANCED,SMOTE,7,4,216
yeast_ml8,ADVANCED,SMOTE,7,5,216
yeast_ml8,BASIC,ADASYN,3,1,216
yeast_ml8,BASIC,ADASYN,3,2,216
yeast_ml8,BASIC,ADASYN,3,3,216
yeast_ml8,BASIC,ADASYN,3,4,216
yeast_ml8,BASIC,ADASYN,3,5,216
yeast_ml8,BASIC,ADASYN,5,1,216
yeast_ml8,BASIC,ADASYN,5,2,216
yeast_ml8,BASIC,ADASYN,5,3,216
yeast_ml8,BASIC,ADASYN,5,4,216
yeast_ml8,BASIC,ADASYN,5,5,216
yeast_ml8,BASIC,BorderlineSMOTE,3,1,216
yeast_ml8,BASIC,BorderlineSMOTE,3,2,216
yeast_ml8,BASIC,BorderlineSMOTE,3,3,216
yeast_ml8,BASIC,BorderlineSMOTE,3,4,216
yeast_ml8,BASIC,BorderlineSMOTE,3,5,216
yeast_ml8,BASIC,BorderlineSMOTE,5,1,216
yeast_ml8,BASIC,BorderlineSMOTE,5,2,216
yeast_ml8,BASIC,BorderlineSMOTE,5,3,216
yeast_ml8,BASIC,BorderlineSMOTE,5,4,216
yeast_ml8,BASIC,BorderlineSMOTE,5,5,216
yeast_ml8,BASIC,BorderlineSMOTE,7,1,216
yeast_ml8,BASIC,BorderlineSMOTE,7,2,216
yeast_ml8,BASIC,BorderlineSMOTE,7,3,216
yeast_ml8,BASIC,BorderlineSMOTE,7,4,216
yeast_ml8,BASIC,BorderlineSMOTE,7,5,216
yeast_ml8,BASIC,SMOTE,3,1,216
yeast_ml8,BASIC,SMOTE,3,2,216
yeast_ml8,BASIC,SMOTE,3,3,216
yeast_ml8,BASIC,SMOTE,3,4,216
yeast_ml8,BASIC,SMOTE,3,5,216
yeast_ml8,BASIC,SMOTE,5,1,216
yeast_ml8,BASIC,SMOTE,5,2,216
yeast_ml8,BASIC,SMOTE,5,3,216
yeast_ml8,BASIC,SMOTE,5,4,216
yeast_ml8,BASIC,SMOTE,5,5,216
yeast_ml8,BASIC,SMOTE,7,1,216
yeast_ml8,BASIC,SMOTE,7,2,216
yeast_ml8,BASIC,SMOTE,7,3,216
yeast_ml8,BASIC,SMOTE,7,4,216
yeast_ml8,BASIC,SMOTE,7,5,216
